comments,sub_title,downs,isexpert,user_name,quality_score,created_at,digg,recommend,title,type,url,sourcetype,id,tag,category,strategy,views,desc,nickname,category_id,strategy_id,summary,shown_offset,shown_time,user_url,avatar
0,,0,0,u013771019,0,1天前,0,false,docker创建镜像，常见报错,blog,https://blog.csdn.net/u013771019/article/details/102915839,0,102915839,,,其它,508,1.Error:Cannotfindavalidbaseurlforrepo:base参考：https://www.jianshu.com/p/8c3f0004e06ahttps://blog.csdn.net/liu251890347/article/details/41281263但是要把Fromcentos注释掉，否则相当于新起了一个环境，前面不在起作用...,ustbxyls,none,u_c_null,1.Error:Cannotfindavalidbaseurlforrepo:base参考：https://www.jianshu.com/p/8c3f0004e06ahttps://blog.csdn.net/liu251890347/article/details/41281263但是要把Fromcentos注释掉，否则相当于新起了一个环境，前面不在起作用...,1573106434,1573106434,https://blog.csdn.net/u013771019,https://profile.csdnimg.cn/0/7/7/1_u013771019
0,,0,0,lxpqxl,0,1天前,10,false,Linux常用的重要目录,blog,https://blog.csdn.net/lxpqxl/article/details/102920517,0,102920517,,,其它,248,"etc:全局配置文件存放目录。系统和程序一般都可以通过修改相应的配置文件来进行配置。mnt：临时挂载储存设备的挂载点mnt/media（mnt/cdrom）：系统默认光盘默认挂载点，通常光盘挂载于mnt/cdrom下tmp:一般用户或正在执行的程序临时存放文件的目录即临时文件,任何人都可以访问...",lxpqxl,none,u_c_null,"etc:全局配置文件存放目录。系统和程序一般都可以通过修改相应的配置文件来进行配置。mnt：临时挂载储存设备的挂载点mnt/media（mnt/cdrom）：系统默认光盘默认挂载点，通常光盘挂载于mnt/cdrom下tmp:一般用户或正在执行的程序临时存放文件的目录即临时文件,任何人都可以访问...",1573106434,1573106434,https://blog.csdn.net/lxpqxl,https://profile.csdnimg.cn/F/9/2/1_lxpqxl
6,,0,0,shihengzhen101,0,20小时前,3,false,linux环境下常用的打包、压缩、解压命令（tar、gzip、bzip2、zip）,blog,https://blog.csdn.net/shihengzhen101/article/details/102938754,0,102938754,,,其它,81,经常使用电脑的人常常会接触到压缩文件，不管是软件、数据还是资料，下载之后通常就是一个压缩包，在Windows平台上如果安装了WinRAR或者360压缩，不管是什么格式的压缩文件，一般点击压缩文件右键选择解压选项即可，非常地方便。正因为长时间在Windows平台上方便的解压文件，导致我对打包、压缩的概念理解错误，结果在linux操作压缩文件时有很多疑问，今天终于明白了一点，专门总结一下，同时列举常用的压缩、解压命令，方便日后查找使用...,AlbertS,none,u_c_null,经常使用电脑的人常常会接触到压缩文件，不管是软件、数据还是资料，下载之后通常就是一个压缩包，在Windows平台上如果安装了WinRAR或者360压缩，不管是什么格式的压缩文件，一般点击压缩文件右键选择解压选项即可，非常地方便。正因为长时间在Windows平台上方便的解压文件，导致我对打包、压缩的概念理解错误，结果在linux操作压缩文件时有很多疑问，今天终于明白了一点，专门总结一下，同时列举常用的压缩、解压命令，方便日后查找使用...,1573106434,1573106434,https://blog.csdn.net/shihengzhen101,https://profile.csdnimg.cn/0/C/3/1_shihengzhen101
0,,0,0,r1141207831,0,17小时前,3,false,Ubuntu16.04 双击启动sh程序以及开机自启sh程序(以启动基于ROS的rviz程序为例),blog,https://blog.csdn.net/r1141207831/article/details/102941613,0,102941613,,,其它,39,申明：由于项目需要，特地查找双击启动程序以及开机自启功能，但由于使用第三方库结果都以失败告终，在自己摸索之后，终于实现了想要的功能，以下是本人亲自走过的流程，现在分享出来一起学习与交流！程序运行所需环境：运行系统：Ubuntu16.04运行环境：ROSKinetic程序语言：Ubuntu1604自带的Python2.7以及sh脚本文件双击启动程序一、在桌面上新建一个Aut...,华青水上,none,u_c_null,申明：由于项目需要，特地查找双击启动程序以及开机自启功能，但由于使用第三方库结果都以失败告终，在自己摸索之后，终于实现了想要的功能，以下是本人亲自走过的流程，现在分享出来一起学习与交流！程序运行所需环境：运行系统：Ubuntu16.04运行环境：ROSKinetic程序语言：Ubuntu1604自带的Python2.7以及sh脚本文件双击启动程序一、在桌面上新建一个Aut...,1573106434,1573106434,https://blog.csdn.net/r1141207831,https://profile.csdnimg.cn/7/F/0/1_r1141207831
0,,0,0,qq_31122833,0,2天前,2,false,Linux之CentOS7开启MySQL8主从备份、每日定时全量备份,blog,https://blog.csdn.net/qq_31122833/article/details/102910054,0,102910054,,,其它,104,备注1：解决连接MySQL数据库很慢的问题vim/etc/my.cnf添加内容：skip-name-resolve，重启数据库。备注2：(密码带!或其他特殊符合，前面加\，例如123!321--&gt;123\!321)1、主从备份主数据库：vim/etc/my.cnf[mysqld]下添加内容：server-id=1log-bin=mysql-binre...,小达哥的垃圾桶,none,u_c_null,备注1：解决连接MySQL数据库很慢的问题vim/etc/my.cnf添加内容：skip-name-resolve，重启数据库。备注2：(密码带!或其他特殊符合，前面加\，例如123!321--&amp;gt;123\!321)1、主从备份主数据库：vim/etc/my.cnf[mysqld]下添加内容：server-id=1log-bin=mysql-binre...,1573106434,1573106434,https://blog.csdn.net/qq_31122833,https://profile.csdnimg.cn/1/E/1/1_qq_31122833
1,,0,0,qq_44821149,0,1天前,2,false,我的Linux笔记（二）,blog,https://blog.csdn.net/qq_44821149/article/details/102927008,0,102927008,,,其它,31,31.快捷键ctl+d：退出Ctrl+c：中断命令tabtab补全命令或文件32.adb工具控制安卓33.dpkg-l显示所以包34.你需要学习求学习各种操作命令，比如：文件处理命令：file、mkdir、grep、dd、find、mv、ls、diff、cat、ln系统管理相关命令：df、top、free、quota、at、lp、adduser、g...,ylibba,none,u_c_null,31.快捷键ctl+d：退出Ctrl+c：中断命令tabtab补全命令或文件32.adb工具控制安卓33.dpkg-l显示所以包34.你需要学习求学习各种操作命令，比如：文件处理命令：file、mkdir、grep、dd、find、mv、ls、diff、cat、ln系统管理相关命令：df、top、free、quota、at、lp、adduser、g...,1573106434,1573106434,https://blog.csdn.net/qq_44821149,https://profile.csdnimg.cn/C/D/0/1_qq_44821149
1,,0,0,qq_42761527,0,1天前,2,false,Linux之间传送文件，Linux-windows之间传送文件的几种方式,blog,https://blog.csdn.net/qq_42761527/article/details/102912847,0,102912847,,,其它,27,目录一.使用lrzsz工具（适合传送单个文件，不能传送文件夹）二.使用scp命令（可以传送文件夹，但是要开启ssh服务）三.使用smb工具传输文件或文件夹一.使用lrzsz工具（适合传送单个文件，不能传送文件夹）检查有没有lrzsz工具[root@localhost~]#rpm-qlrzszlrzsz-0.12.20-36.el7.x86_64[root@loc...,Mr.aaa,none,u_c_null,目录一.使用lrzsz工具（适合传送单个文件，不能传送文件夹）二.使用scp命令（可以传送文件夹，但是要开启ssh服务）三.使用smb工具传输文件或文件夹一.使用lrzsz工具（适合传送单个文件，不能传送文件夹）检查有没有lrzsz工具[root@localhost~]#rpm-qlrzszlrzsz-0.12.20-36.el7.x86_64[root@loc...,1573106434,1573106434,https://blog.csdn.net/qq_42761527,https://profile.csdnimg.cn/F/B/2/1_qq_42761527
3,,0,0,qq_40036754,0,10月25日,27,false,nginx学习，看这一篇就够了：下载、安装。使用：正向代理、反向代理、负载均衡。常用命令和配置文件,blog,https://blog.csdn.net/qq_40036754/article/details/102463099,0,102463099,,,其它,1108,文章目录前言一、nginx简介1.什么是nginx和可以做什么事情2.Nginx作为web服务器3.正向代理4.反向代理5.动静分离6.动静分离二、Nginx的安装三、Nginx的常用命令和配置文件四、Nginx配置实例1反向代理五、Nginx配置实例2负载均衡六、Nginx配置实例3动静分离七、Nginx的高可用集群前言一、nginx简介...,冯insist,none,u_c_null,文章目录前言一、nginx简介1.什么是nginx和可以做什么事情2.Nginx作为web服务器3.正向代理4.反向代理5.动静分离6.动静分离二、Nginx的安装三、Nginx的常用命令和配置文件四、Nginx配置实例1反向代理五、Nginx配置实例2负载均衡六、Nginx配置实例3动静分离七、Nginx的高可用集群前言一、nginx简介...,1573106434,1573106434,https://blog.csdn.net/qq_40036754,https://profile.csdnimg.cn/C/4/8/1_qq_40036754
14,,0,0,Dakshesh,0,10月16日,63,false,linux：最常见的linux命令（centOS 7.6）,blog,https://blog.csdn.net/Dakshesh/article/details/102588364,0,102588364,,,其它,5350,最常见，最频繁使用的20个基础命令如下：皮一下，这都是干货偶，大佬轻喷一、linux关机命令：1.shutdown命令安全地将系统关机（推荐）参数说明:[-r]重启计算器。[-h]关机后关闭电源〔halt〕。[-c]cancelcurrentprocess取消目前正在执行的关机程序。[-time]设定关机〔shutdown〕前的时间。shutdown-hnow...,想要生活就要努力活着,none,u_c_null,最常见，最频繁使用的20个基础命令如下：皮一下，这都是干货偶，大佬轻喷一、linux关机命令：1.shutdown命令安全地将系统关机（推荐）参数说明:[-r]重启计算器。[-h]关机后关闭电源〔halt〕。[-c]cancelcurrentprocess取消目前正在执行的关机程序。[-time]设定关机〔shutdown〕前的时间。shutdown-hnow...,1573106434,1573106434,https://blog.csdn.net/Dakshesh,https://profile.csdnimg.cn/C/6/1/1_dakshesh
0,,0,0,qq_38738510,0,22小时前,2,false,CentOS7的常用指令,blog,https://blog.csdn.net/qq_38738510/article/details/102859992,0,102859992,,,其它,23,1.目录操作命令解释示例pwd显示工作路径cd家目录cd…返回上一级cd-返回上次所在目录ls查看目录中的文件ls-a显示隐藏文件ls-l（ll）显示详细信息ls-t查看数据信息按照时间排序ls-r查看数据信息反向排序mkdir创建‘dir1’目录mkdir...,simon-_-,none,u_c_null,1.目录操作命令解释示例pwd显示工作路径cd家目录cd&hellip;返回上一级cd-返回上次所在目录ls查看目录中的文件ls-a显示隐藏文件ls-l（ll）显示详细信息ls-t查看数据信息按照时间排序ls-r查看数据信息反向排序mkdir创建&lsquo;dir1&rsquo;目录mkdir...,1573106434,1573106434,https://blog.csdn.net/qq_38738510,https://profile.csdnimg.cn/4/D/3/1_qq_38738510
6,,0,0,yuanziok,0,3天前,12,true,我花10个小时，写出了小白也能看懂的阿里数据中台分析,blog,https://blog.csdn.net/yuanziok/article/details/102891978,0,102891978,,,其它,1169,数据中台被誉为大数据的下一站，由阿里兴起，核心思想是数据共享，2015年阿里提出“大中台，小前台”的策略。2018年因为“腾讯数据中台论”，中台再度成为了人们谈论的焦点。2019年，似乎人人都在提数据中台，但却不是所有人都清楚数据中台到底意味着什么。数据中台是只有大厂才需要考虑的高大上的概念吗？普通企业该不该做数据中台？数据中台的出现会给现有数据从业者们带来颠覆式的挑战吗？数据中台不是大...,yuanziok,none,u_c_null,数据中台被誉为大数据的下一站，由阿里兴起，核心思想是数据共享，2015年阿里提出&ldquo;大中台，小前台&rdquo;的策略。2018年因为&ldquo;腾讯数据中台论&rdquo;，中台再度成为了人们谈论的焦点。2019年，似乎人人都在提数据中台，但却不是所有人都清楚数据中台到底意味着什么。数据中台是只有大厂才需要考虑的高大上的概念吗？普通企业该不该做数据中台？数据中台的出现会给现有数据从业者们带来颠覆式的挑战吗？数据中台不是大...,1573106437,1573106437,https://blog.csdn.net/yuanziok,https://profile.csdnimg.cn/C/E/4/1_yuanziok
0,,0,0,u013771019,0,1天前,0,false,docker创建镜像，常见报错,blog,https://blog.csdn.net/u013771019/article/details/102915839,0,102915839,,,其它,508,1.Error:Cannotfindavalidbaseurlforrepo:base参考：https://www.jianshu.com/p/8c3f0004e06ahttps://blog.csdn.net/liu251890347/article/details/41281263但是要把Fromcentos注释掉，否则相当于新起了一个环境，前面不在起作用...,ustbxyls,none,u_c_null,1.Error:Cannotfindavalidbaseurlforrepo:base参考：https://www.jianshu.com/p/8c3f0004e06ahttps://blog.csdn.net/liu251890347/article/details/41281263但是要把Fromcentos注释掉，否则相当于新起了一个环境，前面不在起作用...,1573106437,1573106437,https://blog.csdn.net/u013771019,https://profile.csdnimg.cn/0/7/7/1_u013771019
10,,0,0,weixin_43064175,0,2天前,5,false,最新国内国外免费在线接收云短信验证码,blog,https://blog.csdn.net/weixin_43064175/article/details/85768813,0,85768813,,,其它,74048,国内国外免费接收短信验证码：国外14个网站国内1个网站分享一些国内国外的短信验证码接收网站，注册某些网站的时候可以临时用一下，重要网站不要用这个注册！SMSReceiveFree：https://smsreceivefree.comReceiveSMSOnlineforFREE：https://www.receive-sms-online.infoReceiveaSMSOnl...,前端 小学生,none,u_c_null,国内国外免费接收短信验证码：国外14个网站国内1个网站分享一些国内国外的短信验证码接收网站，注册某些网站的时候可以临时用一下，重要网站不要用这个注册！SMSReceiveFree：https://smsreceivefree.comReceiveSMSOnlineforFREE：https://www.receive-sms-online.infoReceiveaSMSOnl...,1573106437,1573106437,https://blog.csdn.net/weixin_43064175,https://profile.csdnimg.cn/D/7/D/1_weixin_43064175
0,,0,0,lxpqxl,0,1天前,10,false,Linux常用的重要目录,blog,https://blog.csdn.net/lxpqxl/article/details/102920517,0,102920517,,,其它,248,"etc:全局配置文件存放目录。系统和程序一般都可以通过修改相应的配置文件来进行配置。mnt：临时挂载储存设备的挂载点mnt/media（mnt/cdrom）：系统默认光盘默认挂载点，通常光盘挂载于mnt/cdrom下tmp:一般用户或正在执行的程序临时存放文件的目录即临时文件,任何人都可以访问...",lxpqxl,none,u_c_null,"etc:全局配置文件存放目录。系统和程序一般都可以通过修改相应的配置文件来进行配置。mnt：临时挂载储存设备的挂载点mnt/media（mnt/cdrom）：系统默认光盘默认挂载点，通常光盘挂载于mnt/cdrom下tmp:一般用户或正在执行的程序临时存放文件的目录即临时文件,任何人都可以访问...",1573106437,1573106437,https://blog.csdn.net/lxpqxl,https://profile.csdnimg.cn/F/9/2/1_lxpqxl
0,,0,0,weixin_44198965,0,17小时前,0,false,产品竞品分析策划,blog,https://blog.csdn.net/weixin_44198965/article/details/102940470,0,102940470,,,其它,202,前言通过竞品分析为自己制定产品规划提供依据，同样，产品运营可以通过竞品的调研为自己的工作提供帮助。初创企业可以通过竞品分析快速熟悉市场，成熟企业可以通过竞品分析掌握互联网产品运营新玩法和优化方向。竞品分析策划的内容主要包括6个方面：竞品分析策划主要从三个角度进行，分别是用户分析、功能分析和数据分析，三者需要同步进行。用户分析用户分析包含核心用户、主流用户和用户构成比例三个部分。1..., 王佳斌 ,none,u_c_null,前言通过竞品分析为自己制定产品规划提供依据，同样，产品运营可以通过竞品的调研为自己的工作提供帮助。初创企业可以通过竞品分析快速熟悉市场，成熟企业可以通过竞品分析掌握互联网产品运营新玩法和优化方向。竞品分析策划的内容主要包括6个方面：竞品分析策划主要从三个角度进行，分别是用户分析、功能分析和数据分析，三者需要同步进行。用户分析用户分析包含核心用户、主流用户和用户构成比例三个部分。1...,1573106437,1573106437,https://blog.csdn.net/weixin_44198965,https://profile.csdnimg.cn/6/9/3/1_weixin_44198965
6,,0,0,shihengzhen101,0,20小时前,3,false,linux环境下常用的打包、压缩、解压命令（tar、gzip、bzip2、zip）,blog,https://blog.csdn.net/shihengzhen101/article/details/102938754,0,102938754,,,其它,82,经常使用电脑的人常常会接触到压缩文件，不管是软件、数据还是资料，下载之后通常就是一个压缩包，在Windows平台上如果安装了WinRAR或者360压缩，不管是什么格式的压缩文件，一般点击压缩文件右键选择解压选项即可，非常地方便。正因为长时间在Windows平台上方便的解压文件，导致我对打包、压缩的概念理解错误，结果在linux操作压缩文件时有很多疑问，今天终于明白了一点，专门总结一下，同时列举常用的压缩、解压命令，方便日后查找使用...,AlbertS,none,u_c_null,经常使用电脑的人常常会接触到压缩文件，不管是软件、数据还是资料，下载之后通常就是一个压缩包，在Windows平台上如果安装了WinRAR或者360压缩，不管是什么格式的压缩文件，一般点击压缩文件右键选择解压选项即可，非常地方便。正因为长时间在Windows平台上方便的解压文件，导致我对打包、压缩的概念理解错误，结果在linux操作压缩文件时有很多疑问，今天终于明白了一点，专门总结一下，同时列举常用的压缩、解压命令，方便日后查找使用...,1573106437,1573106437,https://blog.csdn.net/shihengzhen101,https://profile.csdnimg.cn/0/C/3/1_shihengzhen101
3,,0,0,weixin_38405253,0,1天前,9,true,Docker 从入门到掉坑,blog,https://blog.csdn.net/weixin_38405253/article/details/102933087,0,102933087,,,其它,1278,Docker介绍简单的对docker进行介绍，可以把它理解为一个应用程序执行的容器。但是docker本身和虚拟机还是有较为明显的出入的。我大致归纳了一下，可以总结为以下几点：docker自身也有着很多的优点，关于它的优点，可以总结为以下几项：安装docker从2017年3月开始docker在原来的基础上分为两个分支版本:DockerCE和Doc...,Java知音＿,none,u_c_null,Docker介绍简单的对docker进行介绍，可以把它理解为一个应用程序执行的容器。但是docker本身和虚拟机还是有较为明显的出入的。我大致归纳了一下，可以总结为以下几点：docker自身也有着很多的优点，关于它的优点，可以总结为以下几项：安装docker从2017年3月开始docker在原来的基础上分为两个分支版本:DockerCE和Doc...,1573106437,1573106437,https://blog.csdn.net/weixin_38405253,https://profile.csdnimg.cn/F/B/7/1_weixin_38405253
1,,0,0,hzyyyyyyy,0,18小时前,4,false,HDFS新增节点和删除节点,blog,https://blog.csdn.net/hzyyyyyyy/article/details/102940013,0,102940013,,,其它,16,HDFS新增节点&amp;服役新节点第一步：准备好一台新的虚拟机，完成准备工作第二步：创建dfs.hosts文件`在主节点的/export/servers/hadoop-2.6.0-cdh5.14.0/etc/hadoop目录下创建一个文件为：dfs.hosts（HDFS可用节点的白名单）在文件中添加所有可用节点的主机名`[root@node02hadoop]#vidfs.h...,hkk94188,none,u_c_null,HDFS新增节点&amp;amp;服役新节点第一步：准备好一台新的虚拟机，完成准备工作第二步：创建dfs.hosts文件`在主节点的/export/servers/hadoop-2.6.0-cdh5.14.0/etc/hadoop目录下创建一个文件为：dfs.hosts（HDFS可用节点的白名单）在文件中添加所有可用节点的主机名`[root@node02hadoop]#vidfs.h...,1573106437,1573106437,https://blog.csdn.net/hzyyyyyyy,https://profile.csdnimg.cn/0/A/3/1_hzyyyyyyy
