comments,sub_title,downs,isexpert,user_name,quality_score,created_at,digg,recommend,title,type,url,sourcetype,id,tag,category,strategy,views,desc,nickname,category_id,strategy_id,summary,shown_offset,shown_time,user_url,avatar
12,,0,0,weixin_39786569,0,2天前,49,true,11月5日科技资讯|马云、马化腾任职清华；微软将数据保存在玻璃中；Visual Studio Online 上线 | 极客头条,blog,https://blog.csdn.net/weixin_39786569/article/details/102910149,0,102910149,,,其它,6690,「CSDN极客头条」，是从CSDN网站延伸至官方微信公众号的特别栏目，专注于一天业界事报道。风里雨里，我们将每天为朋友们，播报最新鲜有料的新闻资讯，让所有技术人，时刻紧跟业界潮流。整理|屠敏一分钟速览新闻热点马云、马化腾任职清华大学公共管理学院全球学术顾问委员火币公链代码开源，或成首个支持监管节点的金融公链三星回应裁员：三星电子对相关业务进行了调整，以此推动在...,科技新闻搬砖,none,u_c_null,「CSDN极客头条」，是从CSDN网站延伸至官方微信公众号的特别栏目，专注于一天业界事报道。风里雨里，我们将每天为朋友们，播报最新鲜有料的新闻资讯，让所有技术人，时刻紧跟业界潮流。整理|屠敏一分钟速览新闻热点马云、马化腾任职清华大学公共管理学院全球学术顾问委员火币公链代码开源，或成首个支持监管节点的金融公链三星回应裁员：三星电子对相关业务进行了调整，以此推动在...,1573106201,1573106201,https://blog.csdn.net/weixin_39786569,https://profile.csdnimg.cn/B/9/1/1_weixin_39786569
0,,0,0,Nase_Mitsuki,0,1天前,1,false,现代金融业务--Class1 Security Markets（自用，没时间了没有整理完，见谅）,blog,https://blog.csdn.net/Nase_Mitsuki/article/details/102891355,0,102891355,,,其它,208,目录：1.国际金融市场2.国际股票市场3.股票交易操作4.股票分析第一部分国际金融市场金融市场能使：个人或机构的多余的资金从	savers-lenders流向borrowers-spenders.资金从拿着这笔钱没有productiveuse的人手中流向拿着这笔钱可以产生productiveuse的人。直接金融和间接金融的区别：直接金融：贷款人（saver-len...,_WWWZP,none,u_c_null,目录：1.国际金融市场2.国际股票市场3.股票交易操作4.股票分析第一部分国际金融市场金融市场能使：个人或机构的多余的资金从	savers-lenders流向borrowers-spenders.资金从拿着这笔钱没有productiveuse的人手中流向拿着这笔钱可以产生productiveuse的人。直接金融和间接金融的区别：直接金融：贷款人（saver-len...,1573106201,1573106201,https://blog.csdn.net/Nase_Mitsuki,https://profile.csdnimg.cn/7/6/E/1_nase_mitsuki
37,,0,0,juwikuang,0,4天前,105,true,2019年11月全国程序员工资统计，区块链工程师比算法工资高。,blog,https://blog.csdn.net/juwikuang/article/details/102876476,0,102876476,,,其它,11081,我每个月第一天（也许是第二天，第三天），会爬招聘网站，并在CSDN发布。趋势本月全国程序员平均工资为13451元，比上个月略涨。北上广深杭工资趋势区块链程序员的工资职能工资系统架构师23031区块链工程师20701算法工程师19645Python工程师17882Java工程师14080区块链工程师的工资比算法工程师要高哇，后悔...,有数可据,none,u_c_null,我每个月第一天（也许是第二天，第三天），会爬招聘网站，并在CSDN发布。趋势本月全国程序员平均工资为13451元，比上个月略涨。北上广深杭工资趋势区块链程序员的工资职能工资系统架构师23031区块链工程师20701算法工程师19645Python工程师17882Java工程师14080区块链工程师的工资比算法工程师要高哇，后悔...,1573106201,1573106201,https://blog.csdn.net/juwikuang,https://profile.csdnimg.cn/7/0/5/1_juwikuang
0,,0,0,wo541075754,0,2天前,2,true,你对区块链的理解还停留在炒币上吗,blog,https://blog.csdn.net/wo541075754/article/details/102911619,0,102911619,,,其它,290,「文末有福利」区块链已经发展多年，最近中国人民银行研发了电子货币DCEP（DigitalCurrencyElectronicPayment），国家也要大力发展区块链技术。币圈一时火热，那么你对区块链的理解还停留在发币、炒币阶段吗？那真的落伍了。此区块链非彼区块链国家所说的区块链并非币圈所说的区块链。人民日报评论文章指出，区块链“未来已来”，但也要保持理性。区块链技术创新不等于炒作虚拟货...,二师兄-公众号-程序新视界,none,u_c_null,「文末有福利」区块链已经发展多年，最近中国人民银行研发了电子货币DCEP（DigitalCurrencyElectronicPayment），国家也要大力发展区块链技术。币圈一时火热，那么你对区块链的理解还停留在发币、炒币阶段吗？那真的落伍了。此区块链非彼区块链国家所说的区块链并非币圈所说的区块链。人民日报评论文章指出，区块链&ldquo;未来已来&rdquo;，但也要保持理性。区块链技术创新不等于炒作虚拟货...,1573106201,1573106201,https://blog.csdn.net/wo541075754,https://profile.csdnimg.cn/2/7/F/1_wo541075754
14,,0,0,zcg_741454897,0,9天前,67,false,比特币原理详解,blog,https://blog.csdn.net/zcg_741454897/article/details/102796022,0,102796022,,,其它,5721,一、什么是比特币比特币是一种电子货币，是一种基于密码学的货币，在2008年11月1日由中本聪发表比特币白皮书，文中提出了一种去中心化的电子记账系统，我们平时的电子现金是银行来记账，因为银行的背后是国家信用。去中心化电子记账系统是参与者共同记账。比特币可以防止主权危机、信用风险。其好处不多做赘述，这一层面介绍的文章很多，本文主要从更深层的技术原理角度进行介绍。二、问题引入假设现有4个人...,每天都挨揍(┬＿┬),none,u_c_null,一、什么是比特币比特币是一种电子货币，是一种基于密码学的货币，在2008年11月1日由中本聪发表比特币白皮书，文中提出了一种去中心化的电子记账系统，我们平时的电子现金是银行来记账，因为银行的背后是国家信用。去中心化电子记账系统是参与者共同记账。比特币可以防止主权危机、信用风险。其好处不多做赘述，这一层面介绍的文章很多，本文主要从更深层的技术原理角度进行介绍。二、问题引入假设现有4个人...,1573106201,1573106201,https://blog.csdn.net/zcg_741454897,https://profile.csdnimg.cn/9/2/B/1_zcg_741454897
75,,0,0,gao_chun,0,9天前,314,false,中国麻将：世界上最早的区块链项目,blog,https://blog.csdn.net/gao_chun/article/details/102795414,0,102795414,,,其它,26344,中国麻将：世界上最早的区块链项目最近区块链这个玩意又被市场搞的很是火热，相信大部分人都不太清楚这玩意到底是怎么样的一个概念，它来了，它来了，它到底是啥~国家都开始发文支持了，下面是一个通俗易懂的例子：中国麻将。甲首先发起一个申请，我要打麻将，组建一个麻将局，这就相当于创建一个区块，这个区块会被广播...,gao_chun,none,u_c_null,中国麻将：世界上最早的区块链项目最近区块链这个玩意又被市场搞的很是火热，相信大部分人都不太清楚这玩意到底是怎么样的一个概念，它来了，它来了，它到底是啥~国家都开始发文支持了，下面是一个通俗易懂的例子：中国麻将。甲首先发起一个申请，我要打麻将，组建一个麻将局，这就相当于创建一个区块，这个区块会被广播...,1573106201,1573106201,https://blog.csdn.net/gao_chun,https://profile.csdnimg.cn/8/1/E/1_gao_chun
0,,0,0,weixin_43402353,0,1天前,1,false,关于区块链理解的三大误区,blog,https://blog.csdn.net/weixin_43402353/article/details/102922427,0,102922427,,,其它,251,关于区块链技术的三大误区误区一：区块链是一种颠覆性的新技术①区块链不是一项新技术，而是一个新的技术组合②其关键技术为P2P动态组网，基于密码学的共享账本，共识机制（拜占庭将军问题，即一种分布式场景下的一致性问题），智能合约等已经有10年以上的老技术组合而成误区二：区块链就是去中心化(Decentralized)的①软件系统的网络架构一般有三种模式：单中心，多中心，分布式。单词Decent...,Wolf灬King,none,u_c_null,关于区块链技术的三大误区误区一：区块链是一种颠覆性的新技术①区块链不是一项新技术，而是一个新的技术组合②其关键技术为P2P动态组网，基于密码学的共享账本，共识机制（拜占庭将军问题，即一种分布式场景下的一致性问题），智能合约等已经有10年以上的老技术组合而成误区二：区块链就是去中心化(Decentralized)的①软件系统的网络架构一般有三种模式：单中心，多中心，分布式。单词Decent...,1573106201,1573106201,https://blog.csdn.net/weixin_43402353,https://profile.csdnimg.cn/7/1/C/1_weixin_43402353
0,,0,0,weixin_42456822,0,1天前,1,true,学习区块链？github上的那些区块链项目,blog,https://blog.csdn.net/weixin_42456822/article/details/102928118,0,102928118,,,其它,49,一番码客:挖掘你关心的亮点。http://efonfighting.imwork.net文章目录前言编程语言分布star前十中文资源总结今日一番前言当世界大部分人都还在问“区块链是什么”的时候，部分程序员已经深耕许多年了。要全面学习区块链的相关知识，作为程序员最大社交社区的GitHub是做好不过的选择了。想要学习、了解区块链，先问问程序员们。今天一番盘点下GitHub上的那些区...,efonfighting,none,u_c_null,一番码客:挖掘你关心的亮点。http://efonfighting.imwork.net文章目录前言编程语言分布star前十中文资源总结今日一番前言当世界大部分人都还在问&ldquo;区块链是什么&rdquo;的时候，部分程序员已经深耕许多年了。要全面学习区块链的相关知识，作为程序员最大社交社区的GitHub是做好不过的选择了。想要学习、了解区块链，先问问程序员们。今天一番盘点下GitHub上的那些区...,1573106201,1573106201,https://blog.csdn.net/weixin_42456822,https://profile.csdnimg.cn/8/3/8/1_weixin_42456822
0,,0,0,qq_38875300,0,1天前,1,false,区块链达成共识要解决的问题,blog,https://blog.csdn.net/qq_38875300/article/details/102919473,0,102919473,,,其它,37,我在学习时的有以下疑问。目录1怎么定义一单交易1.1处理反复花费同一笔钱的问题？1.2钱是怎么产生的？1.3交易过程是怎么样的？1.3.1假如某一次交易没有完全消耗所有的钱，要修改前面的区块把现在有的钱订正余额吗？1.3.2那么按照上面的说法，就是输入的总量=输出的总量？1.3.3为什么需要这一笔交易费？1.4怎么查询余额？1.5怎么去验证...,雀黑够呛哥,none,u_c_null,我在学习时的有以下疑问。目录1怎么定义一单交易1.1处理反复花费同一笔钱的问题？1.2钱是怎么产生的？1.3交易过程是怎么样的？1.3.1假如某一次交易没有完全消耗所有的钱，要修改前面的区块把现在有的钱订正余额吗？1.3.2那么按照上面的说法，就是输入的总量=输出的总量？1.3.3为什么需要这一笔交易费？1.4怎么查询余额？1.5怎么去验证...,1573106201,1573106201,https://blog.csdn.net/qq_38875300,https://profile.csdnimg.cn/7/8/9/1_qq_38875300
0,,0,0,CHAOBIFAFAJIE,0,2天前,0,false,央行的数字货币DCEP和比特币等数字货币有何区别？,blog,https://blog.csdn.net/CHAOBIFAFAJIE/article/details/102913471,0,102913471,,,其它,122,央行推出的数字货币DCEP，是基于区块链技术推出的全新加密电子货币体系。它的功能和属性跟纸钞完全一样，只不过它的形态是数字化的。央行的数字货币DCEP和比特币等数字货币的区别有哪些呢？对于DCEP的管理，央行采用的是“双层运营”的模式：个人和企业通过商业银行或者商业机构开立数字货币，就像现在的现金一样，用户在手机APP上，通过银行卡就可以兑换DCEP。而央行主要管理商业银行，并不能直接面对用户。...,arin-a,none,u_c_null,央行推出的数字货币DCEP，是基于区块链技术推出的全新加密电子货币体系。它的功能和属性跟纸钞完全一样，只不过它的形态是数字化的。央行的数字货币DCEP和比特币等数字货币的区别有哪些呢？对于DCEP的管理，央行采用的是&ldquo;双层运营&rdquo;的模式：个人和企业通过商业银行或者商业机构开立数字货币，就像现在的现金一样，用户在手机APP上，通过银行卡就可以兑换DCEP。而央行主要管理商业银行，并不能直接面对用户。...,1573106201,1573106201,https://blog.csdn.net/CHAOBIFAFAJIE,https://profile.csdnimg.cn/C/E/E/1_chaobifafajie
0,,0,0,qq_14869093,0,21小时前,1,false,磁盘空间不足导致的kubernetes 启动失败记录,blog,https://blog.csdn.net/qq_14869093/article/details/90896348,0,90896348,,,其它,9,https://blog.csdn.net/shida_csdn/article/details/79270985,leoss.H,none,u_c_null,https://blog.csdn.net/shida_csdn/article/details/79270985,1573106203,1573106203,https://blog.csdn.net/qq_14869093,https://profile.csdnimg.cn/9/D/8/1_qq_14869093
1,,0,0,hjrcrj,0,1天前,1,false,hjr-linux：centos7  ftp搭建与连接,blog,https://blog.csdn.net/hjrcrj/article/details/71516879,0,71516879,,,其它,134,服务器下载server-u6.4汉化破解版客户端下载FileZillaClient最后服务器安装好FTP后需要给别人提供，ip+端口+用户名+密码别人用上面的几个就可以在客户端连接到服务器，进行FTP文件传输了服务器安装并破解server-u开启软件，所有默认引导让填写的都点击取消右击域-&amp;gt;新建域-&amp;gt;名字随便填写，ip填写当前服务器ip，端口...,hjrf,none,u_c_null,服务器下载server-u6.4汉化破解版客户端下载FileZillaClient最后服务器安装好FTP后需要给别人提供，ip+端口+用户名+密码别人用上面的几个就可以在客户端连接到服务器，进行FTP文件传输了服务器安装并破解server-u开启软件，所有默认引导让填写的都点击取消右击域-&amp;amp;gt;新建域-&amp;amp;gt;名字随便填写，ip填写当前服务器ip，端口...,1573106203,1573106203,https://blog.csdn.net/hjrcrj,https://profile.csdnimg.cn/A/2/2/1_hjrcrj
0,,0,0,Longyu_wlz,0,1天前,0,false,gdb 命令记录,blog,https://blog.csdn.net/Longyu_wlz/article/details/96726605,0,96726605,,,其它,9,gdb命令记录整理工作中遇到的与gdb相关的问题。执行gdb脚本在命令行中指定-xgdbscript进入gdb后执行gdb脚本，可以使用source与command命令print的输出格式print/x/o设置变量的值，设置寄存器的值setvariableassignmentstatementgdb向后执行rbre...,longyu_wlz,none,u_c_null,gdb命令记录整理工作中遇到的与gdb相关的问题。执行gdb脚本在命令行中指定-xgdbscript进入gdb后执行gdb脚本，可以使用source与command命令print的输出格式print/x/o设置变量的值，设置寄存器的值setvariableassignmentstatementgdb向后执行rbre...,1573106203,1573106203,https://blog.csdn.net/Longyu_wlz,https://profile.csdnimg.cn/0/4/4/1_longyu_wlz
0,,0,0,syy0201,0,22小时前,0,false,webug4.0靶场之邮箱轰炸,blog,https://blog.csdn.net/syy0201/article/details/93662903,0,93662903,,,其它,11,0x00准备工作1.将/control/auth_cross/email.php文件的第23行smtp前的\去掉0x01测试流程翻了一下只有data_crud表有邮箱地址，但是好像没啥关系看了下首页没有登录选项，原来是注册时的邮箱轰炸漏洞啊那我们抓个包看看吧emmmm邮箱格式错误？？？今日迷惑，这么标准的格式哪错了/template/xss_2/js/jquery-1....,0nc3,none,u_c_null,0x00准备工作1.将/control/auth_cross/email.php文件的第23行smtp前的\去掉0x01测试流程翻了一下只有data_crud表有邮箱地址，但是好像没啥关系看了下首页没有登录选项，原来是注册时的邮箱轰炸漏洞啊那我们抓个包看看吧emmmm邮箱格式错误？？？今日迷惑，这么标准的格式哪错了/template/xss_2/js/jquery-1....,1573106203,1573106203,https://blog.csdn.net/syy0201,https://profile.csdnimg.cn/6/D/F/1_syy0201
3,,0,0,qq_39045645,0,09月17日,2,false,关于微信小程序授权登陆及每次检查是否授权,blog,https://blog.csdn.net/qq_39045645/article/details/100930646,0,100930646,,,其它,7973,"授权登录&lt;buttonopen-type=""getUserInfo""lang=""zh_CN""bindgetuserinfo=""onGotUserInfo""class=""fix""&gt;登录&lt;/button&gt;//index.js//获取应用实例varAPPID='xxx'varSECRET='xxx'constapp=getApp()Pa...",Vam的金豆之路,none,u_c_null,授权登录&amp;lt;buttonopen-type=&quot;getUserInfo&quot;lang=&quot;zh_CN&quot;bindgetuserinfo=&quot;onGotUserInfo&quot;class=&quot;fix&quot;&amp;gt;登录&amp;lt;/button&amp;gt;//index.js//获取应用实例varAPPID='xxx'varSECRET='xxx'constapp=getApp()Pa...,1573106203,1573106203,https://blog.csdn.net/qq_39045645,https://profile.csdnimg.cn/B/1/0/1_qq_39045645
37,,0,0,juwikuang,0,09月05日,43,true,2019年9月中国编程语言排行榜,blog,https://blog.csdn.net/juwikuang/article/details/100550704,0,100550704,,,其它,15660,2019年9月2日，我统计了某招聘网站，获得有效程序员招聘数据9万条。针对招聘信息，提取编程语言关键字，并统计如下：编程语言比例排名编程语言百分比1java33.71%2cpp15.95%3c_sharp12.72%4javascript12.70%5python7.63%6go7.37%7php4.66%...,有数可据,none,u_c_null,2019年9月2日，我统计了某招聘网站，获得有效程序员招聘数据9万条。针对招聘信息，提取编程语言关键字，并统计如下：编程语言比例排名编程语言百分比1java33.71%2cpp15.95%3c_sharp12.72%4javascript12.70%5python7.63%6go7.37%7php4.66%...,1573106203,1573106203,https://blog.csdn.net/juwikuang,https://profile.csdnimg.cn/7/0/5/1_juwikuang
2,,0,0,weixin_43606158,0,07月28日,3,false,PHP知识简介,blog,https://blog.csdn.net/weixin_43606158/article/details/97576970,0,97576970,,,其它,6746,PHP：服务器端脚本语言文件保存以.php为后缀标记：&lt;?php	/*你的PHP代码*/?&gt;输出：echo“字符串”;变量：PHP中所有变量都是以$符号开始的如：$username、$password$username=“abc”;数据类型：选择结构循环结构函数数组：数值数组--带有ID键的数组关联数组--数组中的每个I...,超级吴小迪,none,u_c_null,PHP：服务器端脚本语言文件保存以.php为后缀标记：&amp;lt;?php	/*你的PHP代码*/?&amp;gt;输出：echo&ldquo;字符串&rdquo;;变量：PHP中所有变量都是以$符号开始的如：$username、$password$username=&ldquo;abc&rdquo;;数据类型：选择结构循环结构函数数组：数值数组--带有ID键的数组关联数组--数组中的每个I...,1573106203,1573106203,https://blog.csdn.net/weixin_43606158,https://profile.csdnimg.cn/3/B/2/1_weixin_43606158
1,,0,0,qq_37896194,0,07月17日,0,false,使用Docker容器中的Tomcat镜像来部署运行web项目,blog,https://blog.csdn.net/qq_37896194/article/details/96334560,0,96334560,,,其它,10408,前言：Docker容器的安装：https://blog.csdn.net/qq_37896194/article/details/83277072步骤：1、启动Tomcat，命名为myTomcat[root@localhost~]#dockerrun-d--namemyTomcat-p8088:8080tomcatcecb37db8134f1...,xiaobai_Sun,none,u_c_null,前言：Docker容器的安装：https://blog.csdn.net/qq_37896194/article/details/83277072步骤：1、启动Tomcat，命名为myTomcat[root@localhost~]#dockerrun-d--namemyTomcat-p8088:8080tomcatcecb37db8134f1...,1573106203,1573106203,https://blog.csdn.net/qq_37896194,https://profile.csdnimg.cn/2/3/3/1_qq_37896194
